context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['With', 'their', 'transcendent', ',', 'improvisational', 'jams', 'and', 'Mayan-inspired', 'sense', 'of', 'a', 'higher', ',', 'metaphysical', 'purpose', ',', 'the', 'band', ""'s"", 'music', 'delivers', 'a', 'spiritual', 'sustenance', 'that', 'has', 'earned', 'them', 'a', 'very', 'devoted', 'core', 'following', '.']","['blockage', 'congestion', 'conserve', 'gig', 'improv', 'jelly', 'malfunction', 'preserve', 'queue', 'riff', 'seizure', 'session']",5,jam,n,"['impromptu music', 'session', 'improvised music', 'riff', 'music sessions']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['Create', 'systems', 'to', 'give', 'accurate', 'Internet', '""', 'weather', 'reports', '""', 'will', 'track', 'anomalous', 'slowdowns', ',', 'stoppages', ',', 'and', 'traffic', 'jams', '.']","['blockage', 'congestion', 'conserve', 'gig', 'improv', 'jelly', 'malfunction', 'preserve', 'queue', 'riff', 'seizure', 'session']",19,jam,n,"['congestion', 'traffic block', 'blockage', 'heavy traffic', 'queue', 'traffic congestion']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['So', 'stretch', 'what', 'if', 'you', 'put', 'these', 'information-carrying', 'patterns', 'on', 'your', 'copier', ',', 'and', 'you', 'could', 'pop', 'your', 'interface', 'on', 'and', 'figure', 'out', 'how', 'to', 'clear', 'a', 'jam', '?']","['blockage', 'congestion', 'conserve', 'gig', 'improv', 'jelly', 'malfunction', 'preserve', 'queue', 'riff', 'seizure', 'session']",27,jam,n,"['blockage', 'seizure']","[5.0, 1.0]"
"['Today', ',', 'there', 'are', 'much', 'simpler', 'licenses', 'in', 'use', 'that', 'are', 'available', 'to', 'spec', 'leads', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",14,lead,n,['prospect'],[1.0]
"[""It's"", 'really', 'a', 'small', 'world', 'Tommy', 'Palamone', ',', 'future', 'lead', 'of', 'the', 'Pittsburghers', ',', 'took', 'a', 'community-sponsored', 'ceramics', 'course', 'during', 'junior', 'high', 'school', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",9,lead,n,"['head', 'leader', 'star', 'number one']","[3.0, 2.0, 1.0, 1.0]"
"['Some', 'people', 'start', 'a', 'new', 'goat', 'on', 'the', 'lead', 'by', 'tying', 'it', 'the', 'first', 'few', 'times', 'and', 'letting', 'the', 'goat', 'fight', 'against', 'the', 'rope', 'until', 'it', 'gives', 'up', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",8,lead,n,"['leash', 'guide rope', 'halter']","[4.0, 1.0, 1.0]"
"['After', 'a', 'year', 'or', 'two', 'of', 'stage-two', 'rises', ',', 'general', 'investors', 'follow', 'the', ""contrarians'"", 'lead', 'into', 'gold', 'and', 'push', 'it', 'even', 'higher', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",14,lead,n,"['example', 'enticement', 'foray']","[2.0, 1.0, 1.0]"
"['And', 'the', 'family', 'may', 'absorb', 'those', 'depravity', 'principles', 'with', 'time', ',', 'and', 'then', 'it', 'will', 'soon', 'follow', 'their', 'leads', ',', 'imitate', 'their', 'way', 'of', 'thinking', ',', 'morals', 'and', 'style', 'of', 'clothing', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",18,lead,n,"['example', 'conduct', 'direction', 'guidance']","[4.0, 1.0, 1.0, 1.0]"
"['Obtain', 'an', 'alligator', 'clip-lead', ',', 'and', 'connect', 'it', 'to', 'the', 'Gate', 'lead', 'of', 'the', 'FET', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",11,lead,n,"['cable', 'flex', 'halter', 'wire']","[3.0, 1.0, 1.0, 1.0]"
"['Meet', 'for', 'coffee', 'early', ',', 'swap', 'leads', 'and', 'get', 'permission', 'to', 'contact', 'if', 'possible', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",6,lead,n,"['tip', 'prospect', 'story', 'hint', 'opportunity', 'clue']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['And', 'as', 'a', 'result', 'of', 'President', 'Bush', ""'s"", 'initiative', ',', 'which', 'he', 'took', 'as', 'part', 'of', 'the', 'G-8', 'Presidency', ',', 'and', 'also', 'the', 'other', 'changes', 'in', 'which', 'the', 'US', ',', 'UK', 'has', 'been', 'in', 'the', 'lead', ',', 'not', 'least', 'in', 'Afghanistan', 'and', 'Iraq', ',', 'you', 'can', 'now', 'feel', 'the', 'winds', 'of', 'change', 'blowing', 'through', 'the', 'Arab', 'world', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",35,lead,n,"['ahead', 'influential', 'to the fore', 'forefront', 'in front', 'most prominent']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Iraqi', 'security', 'forces', 'wo', ""n't"", 'be', 'able', 'to', 'handle', 'major', 'security', 'challenges', 'for', 'some', 'time', 'to', 'come', ',', 'and', 'wo', ""n't"", 'be', 'able', 'to', 'take', 'the', 'lead', 'in', 'attacking', 'insurgent', 'strongholds', 'before', 'elections', 'scheduled', 'for', 'January', ',', 'senior', 'Iraqi', 'officials', 'and', 'politicians', 'said', 'last', 'week', '.']","['ahead', 'cable', 'clue', 'conduct', 'direction', 'enticement', 'example', 'flex', 'foray', 'forefront', 'guidance', 'halter', 'head', 'hint', 'influential', 'initiative', 'leader', 'leash', 'opportunity', 'precedence', 'prospect', 'star', 'story', 'tip', 'wire']",26,lead,n,"['main role', 'precedence', 'front rank', 'initiative', 'prominent position', 'command of']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['It', 'would', 'seem', 'that', 'the', 'Downing', 'Street', 'minutes', 'are', ""n't"", 'dead', 'yet', 'as', 'the', 'Sunday', 'Times', 'sourced', 'a', 'British', 'briefing', 'paper', 'stating', ""'"", 'that', 'since', 'regime', 'change', 'was', 'illegal', 'it', 'was', '""', 'necessary', 'to', 'create', 'the', 'conditions', '""', 'which', 'would', 'make', 'it', 'legal.', ""'"", 'The', 'Philadelphia', 'Inquirer', 'featured', 'a', 'thorough', 'Dick', 'Polman', 'analysis', 'of', 'the', 'Downing', 'Street', 'minutes', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",20,paper,n,"['document', 'report']","[5.0, 1.0]"
"['Now', 'Ari', 'Fleischer', ',', 'in', 'a', 'pitiful', 'letter', 'to', 'the', 'paper', ',', 'tries', 'to', 'cast', 'Milbank', 'as', 'the', 'one', 'getting', 'his', 'facts', 'wrong', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",10,paper,n,"['newspaper', 'publication']","[4.0, 1.0]"
"['For', 'a', 'Fremstad', 'paper', 'with', 'a', 'sidebar', 'that', 'gives', 'raw', 'numbers', ',', 'but', 'not', 'rates', ',', 'to', 'try', 'to', 'make', 'it', 'look', 'as', 'if', 'poverty', 'has', 'increased', 'sharply', ',', 'go', 'here', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",3,paper,n,"['document', 'essay', 'treatise', 'article', 'study']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['The', 'paper', 'examines', 'how', '""', 'The', 'Party', '""', 'uses', 'every', 'possible', 'method', 'to', 'induce', 'this', 'control', ',', 'including', 'both', 'positive', 'and', 'negative', 'reinforcement', ',', 'conformity', ',', 'and', 'the', 'need', 'for', 'group', 'identification', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",1,paper,n,"['document', 'newspaper', 'report', 'treatise']","[5.0, 1.0, 1.0, 1.0]"
"['There', 'also', ""wasn't"", 'any', 'toilet', 'paper', 'left', 'in', 'any', 'of', 'the', 'bathrooms', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",5,paper,n,"['roll', 'bathroom tissue', 'toilet tissue']","[4.0, 1.0, 1.0]"
"['That', 'is', 'why', 'virgin', 'paper', 'fiber', 'is', 'usually', 'mixed', 'with', 'recycled', 'paper', 'when', 'new', 'paper', 'products', 'are', 'made', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",14,paper,n,"['stationery', 'papyrus']","[2.0, 1.0]"
"['The', 'local', 'papers', 'took', 'photographs', 'of', 'the', 'footprint', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",2,paper,n,"['newspaper', 'journal']","[4.0, 1.0]"
"['Such', 'a', 'shipment', 'came', 'from', 'Columbia', ',', 'but', 'bakers', 'and', 'retailers', 'had', 'to', 'wait', 'over', 'two', 'weeks', 'as', 'it', 'remained', 'on', 'the', 'Kingston', 'docks', 'awaiting', 'special', 'clearance', 'papers', 'from', 'CARICOM', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",27,paper,n,['document'],[5.0]
"['This', 'book', 'is', 'more', 'than', 'just', 'a', 'compendium', 'of', 'conference', 'papers', ',', 'however', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",10,paper,n,"['document', 'presentation', 'treatise', 'article', 'manuscript']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['This', 'paper', 'builds', 'on', 'the', 'work', 'of', 'Neil', 'A.', 'Manson', 'in', 'order', 'to', 'show', 'that', 'the', 'precautionary', 'principle', ',', 'in', 'all', 'of', 'its', 'forms', ',', 'is', 'fraught', 'with', 'vagueness', 'and', 'ambiguity', '.']","['article', 'document', 'essay', 'journal', 'manuscript', 'newspaper', 'papyrus', 'presentation', 'publication', 'report', 'roll', 'stationery', 'study', 'thesis', 'treatise']",1,paper,n,"['article', 'thesis', 'treatise', 'document', 'manuscript']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['A', 'year', 'before', 'Congress', 'passed', 'the', '1970', 'legislation', ',', 'it', 'enacted', 'the', 'Federal', 'Coal', 'Mine', 'Health', 'and', 'Safety', 'Act', 'of', '1969', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",4,pass,v,"['approve', 'ratify', 'authorise', 'adopt']","[3.0, 2.0, 1.0, 1.0]"
"['At', 'the', 'turn', 'of', 'the', 'century', ',', 'the', 'school', 'inspector', 'and', 'leading', 'educationalist', 'Joshua', 'Fitch', 'noted', 'that', 'between', '1878', 'and', '1898', 'a', 'higher', 'percentage', 'of', 'women', 'than', 'of', 'men', 'had', 'passed', 'the', 'University', 'of', 'London', ""'s"", 'matriculation', 'examination', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",30,pass,v,"['get through', 'succeed in', 'satisfy', 'succeed', 'successfully complete', 'succeed at']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['As', 'you', 'walked', 'out', 'to', 'the', 'mailbox', ',', 'you', 'would', 'pass', 'two', 'white', 'birch', 'seedlings', 'on', 'your', 'left', ',', 'a', 'Douglas', 'Fir', 'to', 'the', 'right', ',', 'and', 'pass', 'between', 'two', 'holly', 'bushes...one', 'male', 'and', 'the', 'other', 'female', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",10,pass,v,"['go by', 'navigate', 'skirt', 'go past']","[3.0, 1.0, 1.0, 1.0]"
"['I', 'would', 'be', 'the', 'first', 'to', 'capture', 'not', 'only', 'the', 'haggis', 'on', 'film', ',', 'but', 'to', 'be', 'able', 'to', 'record', 'this', 'event', 'for', 'all', 'to', 'see', '-', 'future', 'generations', 'would', 'remember', 'my', 'name', '-', 'women', 'would', 'flock', 'to', 'my', 'door', ',', 'I', ""'d"", 'tour', 'the', 'world', 'giving', 'lectures', 'on', 'haggis', ',', 'heads', 'of', 'state', 'would', 'nod', 'while', 'passing', 'me', 'in', 'the', 'street', '!']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",57,pass,v,"['go by', 'go past', 'approach', 'see']","[3.0, 1.0, 1.0, 1.0]"
"['I', 'ain', ""'t"", ""promisin'"", 'a', 'date', 'just', 'yet', ',', 'but', 'come', 'back', ""'round"", 'in', 'a', 'fortnight', 'and', 'I', ""'ll"", 'pass', 'along', 'more', 'information', 'about', 'the', 'establishments', 'in', 'Vol', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",19,pass,v,"['send', 'hand over', 'transfer', 'hand', 'deliver']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['Test', 'this', 'by', 'cloning', 'Toy', 'and', 'printing', 'the', 'result.', '[', 'Add', 'Comment', ']', 'Change', 'CheckCloneable.java', 'so', 'that', 'all', 'of', 'the', 'clone(', ')', 'methods', 'catch', 'the', 'CloneNotSupportedException', 'rather', 'than', 'passing', 'it', 'to', 'the', 'caller.', '[', 'Add', 'Comment', ']', 'Using', 'the', 'mutable-companion-class', 'technique', ',', 'make', 'an', 'immutable', 'class', 'containing', 'an', 'int', ',', 'a', 'double', 'and', 'an', 'array', 'of', 'char', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",28,pass,v,"['send', 'give', 'transfer', 'hand']","[2.0, 2.0, 1.0, 1.0]"
"['The', 'fourth', 'cup', 'raises', 'a', 'slight', 'perspiration,--all', 'the', 'wrong', 'of', 'life', 'passes', 'away', 'through', 'my', 'pores', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",11,pass,v,"['go', 'ebb away', 'flow', 'expire', 'leak', 'disappear']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Well', ',', 'I', ""'m"", 'sure', 'it', 'will', 'pass', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",7,pass,v,"['go away', 'transpire', 'go by', 'finish', 'occur', 'elapse', 'go']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Arguably', ',', 'the', 'expected', 'renaissance', 'of', 'the', '30-year', 'Treasury', 'Bond', 'must', 'pass', 'muster', 'with', 'the', 'foreigners', ',', 'a', 'group', 'that', ""'s"", 'been', 'more', 'than', 'accommodating', 'in', 'buyer', 'lesser-maturity', 'instruments', 'in', 'recent', 'years', 'and', 'thereby', 'financing', 'America', ""'s"", 'trade', 'and', 'fiscal', 'deficits', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",11,pass,v,"['meet approval', 'get through', 'be accepted by', 'measure up to a certain standard', 'succeed', 'get approval from']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['This', 'makes', 'the', 'reader', 'realize', 'that', 'what', 'they', 'just', 'passed', 'through', ',', 'is', 'just', 'fiction', ',', 'the', 'writer', ',', 'its', 'creator', ',', 'is', 'like', 'God', 'in', 'the', 'fictional', 'world', 'and', 'we', 'are', 'at', 'the', 'end', 'not', 'any', 'closer', 'to', 'the', 'truth', 'than', 'we', 'were', 'at', 'the', 'beginning', '.']","['adopt', 'approach', 'approve', 'authorise', 'deliver', 'disappear', 'elapse', 'experience', 'expire', 'finish', 'flow', 'give', 'go', 'hand', 'leak', 'navigate', 'occur', 'proceed', 'ratify', 'satisfy', 'see', 'send', 'skirt', 'succeed', 'transfer', 'transpire', 'traverse']",9,pass,v,"['go', 'proceed', 'experience', 'move through', 'traverse', 'go']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Many', 'of', 'the', 'jokes', 'fall', 'flat', 'in', 'this', 'movie', 'due', 'to', 'the', 'poor', 'delivery', 'of', 'lines', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",12,poor,a,"['bad', 'weak', 'incompetent', 'mediocre', 'inferior']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['Don', ""'t"", 'let', 'all', 'that', 'flash', 'and', 'glitter', 'blind', 'you', 'to', 'the', 'fact', 'that', 'there', ""'s"", 'quite', 'a', 'lot', 'of', 'fun', 'to', 'be', 'had', 'without', 'cruelly', 'murdering', 'your', 'poor', 'piggy', 'bank', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",28,poor,a,"['unfortunate', 'hapless', 'sorry', 'miserable']","[4.0, 1.0, 1.0, 1.0]"
"['I', 'was', 'groaning', 'to', 'a', 'friend', 'that', 'we', 'ca', ""n't"", 'go', 'in', 'Sept', 'or', 'Oct', 'any', 'more', 'since', 'that', 'would', 'mean', 'pulling', 'poor', 'Liza', 'out', 'of', 'a', 'very', 'demanding', 'middle', 'school', ',', 'so', 'that', ""'s"", 'it', ',', 'we', 'just', 'ca', ""n't"", 'go', 'and', 'she', 'finally', 'said', 'to', 'me', '""', 'Irene', ',', 'there', 'ARE', 'other', 'tour', 'operators', '...', '""', 'No', ',', 'no', 'there', 'are', ""n't"", '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",22,poor,a,"['unfortunate', 'unlucky']","[3.0, 3.0]"
"['We', 'also', 'concluded', 'that', 'abstracts', 'alone', 'might', 'be', 'a', 'poor', 'resource', 'for', 'identifying', 'genes', 'in', 'a', 'paper', '(', 'see', 'Table', '6', ')', ':', 'for', 'Fly', ',', 'only', '25', '%', 'of', 'genes', 'on', 'the', 'full', 'text', 'gene', 'list', 'were', 'mentioned', 'in', 'the', 'abstract', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",9,poor,a,"['bad', 'unsatisfactory', 'inadequate', 'deficient', 'inferior']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['Brian', 'DiSilvestro', '(', 'Verity', ')', 'made', 'the', 'point', 'that', 'poor', 'quality', 'metadata', 'can', 'make', 'search', 'worse', ',', 'and', 'that', 'metadata', 'needs', 'to', 'be', 'kept', 'up', 'to', 'date', 'using', 'dynamic', 'classification', 'tools', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",9,poor,a,"['low', 'inferior', 'bad', 'unsatisfactory', 'substandard']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['It', 'was', 'too', 'much', 'for', 'the', 'poor', 'reporter', 'from', 'our', 'Paper', 'of', 'Record', ':', 'What', 'does', 'that', 'make', 'you?', 'he', 'asked', 'in', 'uncomprehending', 'exasperation', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",6,poor,a,"['unfortunate', 'unlucky']","[5.0, 1.0]"
"['Sow', 'direct', 'onto', 'the', 'soil', ',', 'with', 'a', 'bit', 'of', 'compost', 'if', 'the', 'soil', 'is', 'poor', ',', 'then', 'water', 'and', 'let', 'nature', 'do', 'the', 'rest', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",15,poor,a,"['inferior', 'weak', 'bad', 'infertile', 'deficient', 'substandard']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Document', 'History', 'Date', 'Reason', 'September', '14', ',', '2005', 'Added', 'sections', 'on', 'tax', 'avoidance', ',', 'havens', ',', 'their', 'impacts', 'on', 'poor', 'countries', ',', 'etc.', 'June', '3', ',', '2005', 'Added', 'a', 'section', 'on', 'US', 'tax', 'shelters', 'and', 'the', 'impact', 'to', 'the', 'US', 'economy', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",19,poor,a,"['impoverished', 'poverty stricken', 'destitute', 'needy', 'deprived', 'developing', 'underprivileged']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['I', 'am', 'convinced', ',', 'that', 'the', 'spirit', 'of', 'the', 'poorer', 'classes', 'being', 'as', 'represented', ',', 'prevalent', 'drunkenness', 'would', 'have', 'led', 'unavoidably', 'to', 'the', 'gravest', 'disorders', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",9,poor,a,"['less well off', 'destitute', 'needy', 'indigent', 'low income', 'deprived', 'underprivileged']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['To', 'thee', 'do', 'we', 'cry', ',', 'poor', 'banished', 'children', 'of', 'Eve', ',', 'To', 'thee', 'do', 'we', 'send', 'up', 'our', 'sighs', ',', 'Mourning', 'and', 'weeping', 'in', 'this', 'valley', 'of', 'tears', '.']","['bad', 'deficient', 'deprived', 'destitute', 'developing', 'hapless', 'impoverished', 'inadequate', 'incompetent', 'indigent', 'inferior', 'infertile', 'low', 'mediocre', 'miserable', 'needy', 'pitiable', 'sorry', 'substandard', 'underprivileged', 'unfortunate', 'unhappy', 'unlucky', 'unsatisfactory', 'weak', 'wretched']",6,poor,a,"['unfortunate', 'pitiable', 'wretched', 'unhappy']","[4.0, 1.0, 1.0, 1.0]"
